ensembl_gene_id	entrezgene_id	hgnc_symbol
702	ENSG00000116406	80267	EDEM3
703	ENSG00000116455	79084	WDR77
704	ENSG00000116459	515	ATP5PB
705	ENSG00000116473	5906	RAP1A
706	ENSG00000116478	3065	HDAC1
707	ENSG00000116489	829	CAPZA1
708	ENSG00000116497	64766	S100PBP
709	ENSG00000116514	127544	RNF19B
710	ENSG00000116521	10067	SCAMP3
711	ENSG00000116525	55223	TRIM62
712	ENSG00000116539	55870	ASH1L
713	ENSG00000116544	58512	DLGAP3
714	ENSG00000116560	6421	SFPQ
715	ENSG00000116574	58480	RHOU
716	ENSG00000116580	54856	GON4L
717	ENSG00000116584	9181	ARHGEF2
718	ENSG00000116586	28956	LAMTOR2
719	ENSG00000116604	4209	MEF2D
720	ENSG00000116641	85440	DOCK7
721	ENSG00000116649	6723	SRM
722	ENSG00000116661	26232	FBXO2
723	ENSG00000116663	26270	FBXO6
724	ENSG00000116667	81563	C1orf21
725	ENSG00000116668	54823	SWT1
726	ENSG00000116670	10459	MAD2L2
727	ENSG00000116675	9829	DNAJC6
728	ENSG00000116678	3953	LEPR
729	ENSG00000116679	10625	IVNS1ABP
730	ENSG00000116685	90231	KIAA2013
731	ENSG00000116688	9927	MFN2
732	ENSG00000116691	60672	MIIP
733	ENSG00000116698	9887	SMG7
734	ENSG00000116701	4688	NCF2
735	ENSG00000116704	23169	SLC35D1
736	ENSG00000116711	5321	PLA2G4A
737	ENSG00000116717	1647	GADD45A
738	ENSG00000116729	79971	WLS
739	ENSG00000116731	7799	PRDM2
740	ENSG00000116741	5997	RGS2
741	ENSG00000116747	6738	RO60
742	ENSG00000116750	51377	UCHL5
743	ENSG00000116752	10286	BCAS2
744	ENSG00000116754	9295	SRSF11
745	ENSG00000116761	1491	CTH
746	ENSG00000116771	79814	AGMAT
747	ENSG00000116786	23207	PLEKHM2
748	ENSG00000116791	1429	CRYZ
749	ENSG00000116793	10745	PHTF1
750	ENSG00000116809	7709	ZBTB17
751	ENSG00000116815	965	CD58
752	ENSG00000116819	339488	TFAP2E
753	ENSG00000116824	914	CD2
754	ENSG00000116830	8458	TTF2
755	ENSG00000116852	23046	KIF21B
756	ENSG00000116857	252839	TMEM9
757	ENSG00000116863	54936	ADPRS
758	ENSG00000116871	55700	MAP7D1
759	ENSG00000116874	10352	WARS2
760	ENSG00000116885	127700	OSCP1
761	ENSG00000116898	64960	MRPS15
762	ENSG00000116906	8443	GNPAT
763	ENSG00000116918	7257	TSNAX
764	ENSG00000116922	54955	C1orf109
765	ENSG00000116954	64121	RRAGC
766	ENSG00000116962	4811	NID1
767	ENSG00000116977	3964	LGALS8
768	ENSG00000116983	51440	HPCAL4
769	ENSG00000116984	4548	MTR
770	ENSG00000116985	656	BMP8B
771	ENSG00000116990	4610	MYCL
772	ENSG00000116991	57568	SIPA1L2
773	ENSG00000117000	6018	RLF
774	ENSG00000117009	8564	KMO
775	ENSG00000117010	127396	ZNF684
776	ENSG00000117013	9132	KCNQ4
777	ENSG00000117016	9783	RIMS3
778	ENSG00000117020	10000	AKT3
779	ENSG00000117036	2117	ETV3
780	ENSG00000117054	34	ACADM
781	ENSG00000117090	6504	SLAMF1
782	ENSG00000117091	962	CD48
783	ENSG00000117115	11240	PADI2
784	ENSG00000117118	6390	SDHB
785	ENSG00000117133	80135	RPF1
786	ENSG00000117139	10765	KDM5B
787	ENSG00000117143	6675	UAP1
788	ENSG00000117151	1486	CTBS
789	ENSG00000117153	59349	KLHL12
790	ENSG00000117155	117178	SSX2IP
791	ENSG00000117174	54680	ZNHIT6
792	ENSG00000117222	5929	RBBP5
793	ENSG00000117226	2635	GBP3
794	ENSG00000117228	2633	GBP1
795	ENSG00000117262	653519	GPR89A
796	ENSG00000117266	5129	CDK18
797	ENSG00000117280	8934	RAB29
798	ENSG00000117298	1889	ECE1
799	ENSG00000117305	3155	HMGCL
800	ENSG00000117308	2582	GALE
801	ENSG00000117318	3399	ID3
802	ENSG00000117322	1380	CR2
803	ENSG00000117335	4179	CD46
804	ENSG00000117360	9129	PRPF3
805	ENSG00000117362	51107	APH1A
806	ENSG00000117385	64175	P3H1
807	ENSG00000117394	6513	SLC2A1
808	ENSG00000117395	10969	EBNA1BP2
809	ENSG00000117399	991	CDC20
810	ENSG00000117407	9048	ARTN
811	ENSG00000117408	9670	IPO13
812	ENSG00000117410	533	ATP6V0B
813	ENSG00000117411	8704	B4GALT2
814	ENSG00000117419	79033	ERI3
815	ENSG00000117448	10327	AKR1A1
816	ENSG00000117450	5052	PRDX1
817	ENSG00000117461	8503	PIK3R3
818	ENSG00000117475	8548	BLZF1
819	ENSG00000117479	10560	SLC19A2
820	ENSG00000117480	2166	FAAH
821	ENSG00000117481	387338	NSUN4
822	ENSG00000117500	50999	TMED5
823	ENSG00000117505	1810	DR1
824	ENSG00000117519	1266	CNN3
825	ENSG00000117523	23215	PRRC2C
826	ENSG00000117528	5825	ABCD3
827	ENSG00000117533	8674	VAMP4
828	ENSG00000117543	51611	DPH5
829	ENSG00000117569	58155	PTBP2
830	ENSG00000117586	7292	TNFSF4
831	ENSG00000117592	9588	PRDX6
832	ENSG00000117593	55157	DARS2
833	ENSG00000117595	3664	IRF6
834	ENSG00000117597	27042	UTP25
835	ENSG00000117614	25949	SYF2
836	ENSG00000117616	57035	RSRP1
837	ENSG00000117620	23443	SLC35A3
838	ENSG00000117625	55758	RCOR3
839	ENSG00000117632	3925	STMN1
840	ENSG00000117640	56181	MTFR1L
841	ENSG00000117643	57134	MAN1C1
842	ENSG00000117650	4751	NEK2
843	ENSG00000117676	6195	RPS6KA1
844	ENSG00000117682	79947	DHDDS
845	ENSG00000117691	29937	NENF
846	ENSG00000117697	25936	NSL1
847	ENSG00000117713	8289	ARID1A
848	ENSG00000117724	1063	CENPF
849	ENSG00000117748	6118	RPA2
850	ENSG00000117751	5511	PPP1R8
851	ENSG00000117758	23673	STX12
852	ENSG00000117791	54996	MTARC2
853	ENSG00000117834	200010	SLC5A9
854	ENSG00000117859	114883	OSBPL9
855	ENSG00000117862	51060	TXNDC12
856	ENSG00000118007	10274	STAG1
857	ENSG00000118193	9928	KIF14
858	ENSG00000118194	7139	TNNT2
859	ENSG00000118197	83479	DDX59
860	ENSG00000118200	23271	CAMSAP2
861	ENSG00000118217	22926	ATF6
862	ENSG00000118242	55686	MREG
863	ENSG00000118246	22868	FASTKD2
864	ENSG00000118257	8828	NRP2
865	ENSG00000118260	1385	CREB1
866	ENSG00000118263	8609	KLF7
867	ENSG00000118292	79630	C1orf54
868	ENSG00000118454	81573	ANKRD13C
869	ENSG00000118564	26234	FBXL5
870	ENSG00000118579	80306	MED28
871	ENSG00000118640	8673	VAMP8
872	ENSG00000118655	64858	DCLRE1B
873	ENSG00000118855	64747	MFSD1
874	ENSG00000118873	25782	RAB3GAP2
875	ENSG00000118960	64342	HS1BP3
876	ENSG00000118961	60526	LDAH
877	ENSG00000118965	57539	WDR35
878	ENSG00000119004	57404	CYP20A1
879	ENSG00000119013	4709	NDUFB3
880	ENSG00000119041	9330	GTF3C3
881	ENSG00000119185	9270	ITGB1BP1
882	ENSG00000119203	51692	CPSF3
883	ENSG00000119227	80235	PIGZ
884	ENSG00000119231	205564	SENP5
885	ENSG00000119280	84886	C1orf198
886	ENSG00000119285	55127	HEATR1
887	ENSG00000119535	1441	CSF3R
888	ENSG00000119729	23433	RHOQ
889	ENSG00000119737	10936	GPR75
890	ENSG00000119760	9913	SUPT7L
891	ENSG00000119771	114818	KLHL29
892	ENSG00000119772	1788	DNMT3A
893	ENSG00000119777	54867	TMEM214
894	ENSG00000119778	54454	ATAD2B
895	ENSG00000119787	64225	ATL2
896	ENSG00000119801	51646	YPEL5
897	ENSG00000119812	25940	FAM98A
898	ENSG00000119820	84272	YIPF4
899	ENSG00000119844	54812	AFTPH
900	ENSG00000119862	29094	LGALSL
901	ENSG00000119866	53335	BCL11A
902	ENSG00000119878	9419	CRIPT
903	ENSG00000120333	63931	MRPS14
904	ENSG00000120334	91687	CENPL
905	ENSG00000120370	92344	GORAB
906	ENSG00000120656	6883	TAF12
907	ENSG00000120742	27230	SERP1
908	ENSG00000120756	5357	PLS1
909	ENSG00000120942	29914	UBIAD1
910	ENSG00000120948	23435	TARDBP
911	ENSG00000120949	943	TNFRSF8
912	ENSG00000121152	23397	NCAPH
913	ENSG00000121310	55268	ECHDC2
914	ENSG00000121481	6045	RNF2
915	ENSG00000121486	81627	TRMT1L
916	ENSG00000121542	26984	SEC22A
917	ENSG00000121552	1475	CSTA
918	ENSG00000121577	64091	POPDC2
919	ENSG00000121578	8702	B4GALT4
920	ENSG00000121579	80218	NAA50
921	ENSG00000121594	941	CD80
922	ENSG00000121644	51029	DESI2
923	ENSG00000121753	576	ADGRB2
924	ENSG00000121766	51538	ZCCHC17
925	ENSG00000121769	2170	FABP3
926	ENSG00000121774	10657	KHDRBS1
927	ENSG00000121775	55116	TMEM39B
928	ENSG00000121797	9034	CCRL2
929	ENSG00000121807	729230	CCR2
930	ENSG00000121851	84265	POLR3GL
931	ENSG00000121858	8743	TNFSF10
932	ENSG00000121864	51193	ZNF639
933	ENSG00000121879	5290	PIK3CA
934	ENSG00000121892	23244	PDS5A
935	ENSG00000121895	80008	TMEM156
936	ENSG00000121897	11019	LIAS
937	ENSG00000121903	7579	ZSCAN20
938	ENSG00000121931	55791	LRIF1
939	ENSG00000121933	57413	TMIGD3
940	ENSG00000121940	23155	CLCC1
941	ENSG00000121957	29899	GPSM2
942	ENSG00000121964	79712	GTDC1
943	ENSG00000121966	7852	CXCR4
944	ENSG00000121988	84083	ZRANB3
945	ENSG00000122068	84248	FYTTD1
946	ENSG00000122085	130916	MTERF4
947	ENSG00000122188	54900	LAX1
948	ENSG00000122218	1314	COPA
949	ENSG00000122223	51744	CD244
950	ENSG00000122224	4063	LY9
951	ENSG00000122406	6125	RPL5
952	ENSG00000122417	57489	ODF2L
953	ENSG00000122432	100505741	SPATA1
954	ENSG00000122435	54482	TRMT13
955	ENSG00000122481	25950	RWDD3
956	ENSG00000122482	84146	ZNF644
957	ENSG00000122483	343099	CCDC18
958	ENSG00000122484	79871	RPAP2
959	ENSG00000123080	1031	CDKN2C
960	ENSG00000123091	26994	RNF11
961	ENSG00000123472	64756	ATPAF1
962	ENSG00000123473	6491	STIL
963	ENSG00000123485	55355	HJURP
964	ENSG00000123600	79828	METTL8
965	ENSG00000123607	79809	TTC21B
966	ENSG00000123609	9111	NMI
967	ENSG00000123610	7130	TNFAIP6
968	ENSG00000123636	29994	BAZ2B
969	ENSG00000123684	9926	LPGAT1
970	ENSG00000123685	55509	BATF3
971	ENSG00000123689	50486	G0S2
972	ENSG00000123836	5208	PFKFB2
973	ENSG00000123838	722	C4BPA
974	ENSG00000123843	725	C4BPB
975	ENSG00000123933	10608	MXD4
976	ENSG00000123983	2181	ACSL3
977	ENSG00000123989	79586	CHPF
978	ENSG00000123992	23549	DNPEP
979	ENSG00000124356	10617	STAMBP
980	ENSG00000124357	55577	NAGK
981	ENSG00000124370	84693	MCEE
982	ENSG00000124374	400961	PAIP2B
983	ENSG00000124380	11017	SNRNP27
984	ENSG00000124383	10199	MPHOSPH10
985	ENSG00000124406	10396	ATP8A1
986	ENSG00000124831	9208	LRRFIP1
987	ENSG00000124882	2069	EREG
988	ENSG00000125037	55831	EMC3
989	ENSG00000125089	54436	SH3TC1
990	ENSG00000125386	8603	FAM193A
991	ENSG00000125388	2868	GRK4
992	ENSG00000125459	55154	MSTO1
993	ENSG00000125462	10485	C1orf61
994	ENSG00000125538	3553	IL1B
995	ENSG00000125611	84269	CHCHD5
996	ENSG00000125618	7849	PAX8
997	ENSG00000125629	51141	INSIG2
998	ENSG00000125630	84172	POLR1B
999	ENSG00000125633	54520	CCDC93
1000	ENSG00000125637	23550	PSD4
1001	ENSG00000125703	84938	ATG4C
1002	ENSG00000125944	10236	HNRNPR
1003	ENSG00000125945	80818	ZNF436
1004	ENSG00000126062	11070	TMEM115
1005	ENSG00000126067	5690	PSMB2
1006	ENSG00000126070	192669	AGO3
1007	ENSG00000126088	7389	UROD
1008	ENSG00000126091	6487	ST3GAL3
1009	ENSG00000126106	79639	TMEM53
1010	ENSG00000126107	79654	HECTD3
1011	ENSG00000126698	22826	DNAJC8
1012	ENSG00000126705	27245	AHDC1
1013	ENSG00000126709	2537	IFI6
1014	ENSG00000127054	54973	INTS11
1015	ENSG00000127074	6003	RGS13
1016	ENSG00000127124	59269	HIVEP3
1017	ENSG00000127125	79717	PPCS
1018	ENSG00000127249	84239	ATP13A4
1019	ENSG00000127415	3425	IDUA
1020	ENSG00000127418	53834	FGFRL1
1021	ENSG00000127419	84286	TMEM175
1022	ENSG00000127423	79000	AUNIP
1023	ENSG00000127463	23065	EMC1
1024	ENSG00000127481	23352	UBR4
1025	ENSG00000127483	50809	HP1BP3
1026	ENSG00000127603	23499	MACF1
1027	ENSG00000127824	7277	TUBA4A
1028	ENSG00000127837	14	AAMP
1029	ENSG00000127838	25953	PNKD
1030	ENSG00000128039	79644	SRD5A3
1031	ENSG00000128050	10606	PAICS
1032	ENSG00000128059	5471	PPAT
1033	ENSG00000128641	4430	MYO1B
1034	ENSG00000128654	10651	MTX2
1035	ENSG00000128683	2571	GAD1
1036	ENSG00000128692	NA	EIF2S2P4
1037	ENSG00000128694	64172	OSGEPL1
1038	ENSG00000128699	94101	ORMDL1
1039	ENSG00000128708	8520	HAT1
1040	ENSG00000129055	25847	ANAPC13
1041	ENSG00000129071	8930	MBD4
1042	ENSG00000129810	151648	SGO1
1043	ENSG00000130414	4705	NDUFA10
1044	ENSG00000130695	64793	CEP85
1045	ENSG00000130764	57470	LRRC47
1046	ENSG00000130766	83667	SESN2
1047	ENSG00000130768	27293	SMPDL3B
1048	ENSG00000130770	93974	ATP5IF1
1049	ENSG00000130772	54797	MED18
1050	ENSG00000130775	9473	THEMIS2
1051	ENSG00000130939	10277	UBE4B
1052	ENSG00000130940	54897	CASZ1
1053	ENSG00000130997	353497	POLN
1054	ENSG00000131127	7700	ZNF141
1055	ENSG00000131236	10487	CAP1
1056	ENSG00000131238	5538	PPT1
1057	ENSG00000131368	64432	MRPS25
1058	ENSG00000131370	9467	SH3BP5
1059	ENSG00000131373	26061	HACL1
1060	ENSG00000131374	9779	TBC1D5
1061	ENSG00000131375	23473	CAPN7
1062	ENSG00000131378	23180	RFTN1
1063	ENSG00000131381	64145	RBSN
1064	ENSG00000131389	6533	SLC6A6
1065	ENSG00000131584	116983	ACAP3
1066	ENSG00000131591	54991	C1orf159
1067	ENSG00000131697	261734	NPHP4
1068	ENSG00000131778	9557	CHD1L
1069	ENSG00000131779	8799	PEX11B
1070	ENSG00000131781	2330	FMO5
1071	ENSG00000131788	10401	PIAS3
1072	ENSG00000131791	5565	PRKAB2
1073	ENSG00000132122	54558	SPATA6
1074	ENSG00000132128	10489	LRRC41
1075	ENSG00000132153	22907	DHX30
1076	ENSG00000132155	5894	RAF1
1077	ENSG00000132170	5468	PPARG
1078	ENSG00000132182	23225	NUP210
1079	ENSG00000132185	84824	FCRLA
1080	ENSG00000132196	51478	HSD17B7
1081	ENSG00000132300	55037	PTCD3
1082	ENSG00000132305	10989	IMMT
1083	ENSG00000132313	51318	MRPL35
1084	ENSG00000132323	80895	ILKAP
1085	ENSG00000132326	8864	PER2
1086	ENSG00000132329	10267	RAMP1
1087	ENSG00000132394	60678	EEFSEC
1088	ENSG00000132405	57533	TBC1D14
1089	ENSG00000132406	85013	TMEM128
1090	ENSG00000132463	2926	GRSF1
1091	ENSG00000132464	10117	ENAM
1092	ENSG00000132465	3512	JCHAIN
1093	ENSG00000132466	26057	ANKRD17
1094	ENSG00000132467	57050	UTP3
1095	ENSG00000132485	9406	ZRANB2
1096	ENSG00000132676	7818	DAP3
1097	ENSG00000132680	22889	KHDC4
1098	ENSG00000132692	63827	BCAN
1099	ENSG00000132694	9826	ARHGEF11
1100	ENSG00000132704	79368	FCRL2
1101	ENSG00000132716	50717	DCAF8
1102	ENSG00000132718	23208	SYT11
1103	ENSG00000132763	25974	MMACHC
1104	ENSG00000132768	1802	DPH2
1105	ENSG00000132773	114034	TOE1
1106	ENSG00000132780	4678	NASP
1107	ENSG00000132781	4595	MUTYH
1108	ENSG00000132849	10207	PATJ
1109	ENSG00000132879	93611	FBXO44
1110	ENSG00000132881	79363	CPLANE2
1111	ENSG00000132906	842	CASP9
1112	ENSG00000132967	NA	HMGB1P5
1113	ENSG00000133048	1116	CHI3L1
1114	ENSG00000133055	4608	MYBPH
1115	ENSG00000133056	5287	PIK3C2B
1116	ENSG00000133059	25778	DSTYK
1117	ENSG00000133063	1118	CHIT1
1118	ENSG00000133065	254428	SLC41A1
1119	ENSG00000133067	59352	LGR6
1120	ENSG00000133069	9911	TMCC2
1121	ENSG00000133216	2048	EPHB2
1122	ENSG00000133226	10250	SRRM1
1123	ENSG00000133256	5158	PDE6B
1124	ENSG00000133657	79572	ATP13A3
1125	ENSG00000134070	3656	IRAK2
1126	ENSG00000134072	8536	CAMK1
1127	ENSG00000134077	25917	THUMPD3
1128	ENSG00000134086	7428	VHL
1129	ENSG00000134107	8553	BHLHE40
1130	ENSG00000134108	55207	ARL8B
1131	ENSG00000134109	9695	EDEM1
1132	ENSG00000134121	10752	CHL1
1133	ENSG00000134184	2944	GSTM1
1134	ENSG00000134186	55119	PRPF38B
1135	ENSG00000134198	10100	TSPAN2
1136	ENSG00000134202	2947	GSTM3
1137	ENSG00000134215	10451	VAV3
1138	ENSG00000134222	84722	PSRC1
1139	ENSG00000134242	26191	PTPN22
1140	ENSG00000134243	6272	SORT1
1141	ENSG00000134247	5738	PTGFRN
1142	ENSG00000134248	10542	LAMTOR5
1143	ENSG00000134250	4853	NOTCH2
1144	ENSG00000134253	80263	TRIM45
1145	ENSG00000134255	10390	CEPT1
1146	ENSG00000134256	9398	CD101
1147	ENSG00000134262	10717	AP4B1
1148	ENSG00000134308	10971	YWHAQ
1149	ENSG00000134313	57498	KIDINS220
1150	ENSG00000134318	9475	ROCK2
1151	ENSG00000134321	91543	RSAD2
1152	ENSG00000134324	23175	LPIN1
1153	ENSG00000134326	129607	CMPK2
1154	ENSG00000134330	285148	IAH1
1155	ENSG00000134369	89796	NAV1
1156	ENSG00000134371	79577	CDC73
1157	ENSG00000134375	10440	TIMM17A
1158	ENSG00000134644	9698	PUM1
1159	ENSG00000134668	90853	SPOCD1
1160	ENSG00000134684	8565	YARS1
1161	ENSG00000134686	1912	PHC2
1162	ENSG00000134690	55143	CDCA8
1163	ENSG00000134697	29889	GNL2
1164	ENSG00000134698	192670	AGO4
1165	ENSG00000134709	51361	HOOK1
1166	ENSG00000134716	1573	CYP2J2
1167	ENSG00000134717	91408	BTF3L4
1168	ENSG00000134744	23318	TUT4
1169	ENSG00000134748	84950	PRPF38A
1170	ENSG00000134851	55858	TMEM165
1171	ENSG00000134852	9575	CLOCK
1172	ENSG00000135605	7006	TEC
1173	ENSG00000135617	84279	PRADC1
1174	ENSG00000135622	10505	SEMA4F
1175	ENSG00000135624	10574	CCT7
1176	ENSG00000135631	26056	RAB11FIP5
1177	ENSG00000135632	10322	SMYD5
1178	ENSG00000135636	8291	DYSF
1179	ENSG00000135637	84865	CCDC142
1180	ENSG00000135638	2016	EMX1
1181	ENSG00000135747	NA	ZNF670-ZNF695
1182	ENSG00000135749	80003	PCNX2
1183	ENSG00000135750	3775	KCNK1
1184	ENSG00000135763	9816	URB2
1185	ENSG00000135766	54583	EGLN1
1186	ENSG00000135775	22796	COG2
1187	ENSG00000135776	23456	ABCB10
1188	ENSG00000135778	84284	NTPCR
1189	ENSG00000135801	27097	TAF5L
1190	ENSG00000135821	2752	GLUL
1191	ENSG00000135823	10228	STX6
1192	ENSG00000135828	6041	RNASEL
1193	ENSG00000135829	1660	DHX9
1194	ENSG00000135835	57710	KIAA1614
1195	ENSG00000135837	9857	CEP350
1196	ENSG00000135838	80896	NPL
1197	ENSG00000135842	116496	NIBAN1
1198	ENSG00000135845	5279	PIGC
1199	ENSG00000135862	3915	LAMC1
1200	ENSG00000135870	149041	RC3H1
1201	ENSG00000135898	9290	GPR55
1202	ENSG00000135899	3431	SP110
1203	ENSG00000135900	65080	MRPL44
1204	ENSG00000135905	55619	DOCK10
1205	ENSG00000135912	9654	TTLL4
1206	ENSG00000135913	57695	USP37
1207	ENSG00000135916	81618	ITM2C
1208	ENSG00000135919	5270	SERPINE2
1209	ENSG00000135924	3300	DNAJB2
1210	ENSG00000135925	80326	WNT10A
1211	ENSG00000135926	64114	TMBIM1
1212	ENSG00000135929	1593	CYP27A1
1213	ENSG00000135930	9470	EIF4E2
1214	ENSG00000135931	80210	ARMC9
1215	ENSG00000135932	51719	CAB39
1216	ENSG00000135940	1329	COX5B
1217	ENSG00000135945	51455	REV1
1218	ENSG00000135951	80705	TSGA10
1219	ENSG00000135953	84804	MFSD9
1220	ENSG00000135956	55654	TMEM127
1221	ENSG00000135966	9392	TGFBRAP1
1222	ENSG00000135968	9648	GCC2
1223	ENSG00000135972	64965	MRPS9
1224	ENSG00000135974	79074	C2orf49
1225	ENSG00000135976	375248	ANKRD36
1226	ENSG00000135999	26122	EPC2
1227	ENSG00000136002	50649	ARHGEF4
1228	ENSG00000136059	50853	VILL
1229	ENSG00000136068	2317	FLNB
1230	ENSG00000136514	64108	RTP4
1231	ENSG00000136518	86	ACTL6A
1232	ENSG00000136521	4711	NDUFB5
1233	ENSG00000136522	57129	MRPL47
1234	ENSG00000136527	6434	TRA2B
1235	ENSG00000136536	64844	MARCHF7
1236	ENSG00000136541	57471	ERMN
1237	ENSG00000136560	10010	TANK
1238	ENSG00000136603	6498	SKIL
1239	ENSG00000136628	2058	EPRS1
1240	ENSG00000136630	3142	HLX
1241	ENSG00000136631	11311	VPS45
1242	ENSG00000136634	3586	IL10
1243	ENSG00000136636	51133	KCTD3
1244	ENSG00000136643	26750	RPS6KC1
1245	ENSG00000136682	150472	CBWD2
1246	ENSG00000136689	3557	IL1RN
1247	ENSG00000136699	55627	SMPD4
1248	ENSG00000136709	55339	WDR33
1249	ENSG00000136710	84317	CCDC115
1250	ENSG00000136715	79595	SAP130
1251	ENSG00000136717	274	BIN1
1252	ENSG00000136718	92856	IMP4
1253	ENSG00000136720	9394	HS6ST1
1254	ENSG00000136731	56886	UGGT1
1255	ENSG00000136732	2995	GYPC
1256	ENSG00000137441	83888	FGFBP2
1257	ENSG00000137449	132864	CPEB2
1258	ENSG00000137936	8412	BCAR3
1259	ENSG00000137936	723788	BCAR3
1260	ENSG00000137942	54874	FNBP1L
1261	ENSG00000137944	56267	KYAT3
1262	ENSG00000137947	2959	GTF2B
1263	ENSG00000137955	5876	RABGGTB
1264	ENSG00000137959	10964	IFI44L
1265	ENSG00000137962	9411	ARHGAP29
1266	ENSG00000137965	10561	IFI44
1267	ENSG00000137970	NA	RPL7P9
1268	ENSG00000137992	1629	DBT
1269	ENSG00000137996	8634	RTCA
1270	ENSG00000138002	26160	IFT172
1271	ENSG00000138018	85465	SELENOI
1272	ENSG00000138029	3032	HADHB
1273	ENSG00000138030	3795	KHK
1274	ENSG00000138031	109	ADCY3
1275	ENSG00000138032	5495	PPM1B
1276	ENSG00000138035	87178	PNPT1
1277	ENSG00000138036	51626	DYNC2LI1
1278	ENSG00000138050	80745	THUMPD2
1279	ENSG00000138061	1545	CYP1B1
1280	ENSG00000138069	5861	RAB1A
1281	ENSG00000138071	10097	ACTR2
1282	ENSG00000138073	10113	PREB
1283	ENSG00000138074	8884	SLC5A6
1284	ENSG00000138078	9581	PREPL
1285	ENSG00000138080	11117	EMILIN1
1286	ENSG00000138081	80204	FBXO11
1287	ENSG00000138085	51374	ATRAID
1288	ENSG00000138092	79172	CENPO
1289	ENSG00000138095	10128	LRPPRC
1290	ENSG00000138101	1838	DTNB
1291	ENSG00000138231	51163	DBR1
1292	ENSG00000138246	23317	DNAJC13
1293	ENSG00000138363	471	ATIC
1294	ENSG00000138375	50485	SMARCAL1
1295	ENSG00000138376	580	BARD1
1296	ENSG00000138378	6775	STAT4
1297	ENSG00000138380	79800	CARF
1298	ENSG00000138381	54529	ASNSD1
1299	ENSG00000138382	29081	METTL5
1300	ENSG00000138385	6741	SSB
1301	ENSG00000138386	4664	NAB1
1302	ENSG00000138398	9360	PPIG
1303	ENSG00000138399	79675	FASTKD1
1304	ENSG00000138411	57520	HECW2
1305	ENSG00000138413	3417	IDH1
1306	ENSG00000138430	29789	OLA1
1307	ENSG00000138433	9541	CIR1
1308	ENSG00000138434	6744	ITPRID2
1309	ENSG00000138439	150864	FAM117B
1310	ENSG00000138442	55759	WDR12
1311	ENSG00000138443	10152	ABI2
1312	ENSG00000138448	3685	ITGAV
1313	ENSG00000138449	30061	SLC40A1
1314	ENSG00000138459	55032	SLC35A5
1315	ENSG00000138463	84925	SLC49A4
1316	ENSG00000138468	57337	SENP7
1317	ENSG00000138495	10063	COX17
1318	ENSG00000138496	83666	PARP9
1319	ENSG00000142327	57140	RNPEPL1
1320	ENSG00000142330	11132	CAPN10
1321	ENSG00000142583	6518	SLC2A5
1322	ENSG00000142599	473	RERE
1323	ENSG00000142632	128272	ARHGEF19
1324	ENSG00000142634	79180	EFHD2
1325	ENSG00000142655	5195	PEX14
1326	ENSG00000142657	5226	PGD
1327	ENSG00000142669	83442	SH3BGRL3
1328	ENSG00000142675	10256	CNKSR1
1329	ENSG00000142676	6135	RPL11
1330	ENSG00000142684	51042	ZNF593
1331	ENSG00000142686	127703	C1orf216
1332	ENSG00000142687	79932	KIAA0319L
1333	ENSG00000142694	55194	EVA1B
1334	ENSG00000142733	9064	MAP3K6
1335	ENSG00000142751	54707	GPN2
1336	ENSG00000142765	84958	SYTL1
1337	ENSG00000142784	23038	WDTC1
1338	ENSG00000142789	10136	CELA3A
1339	ENSG00000142794	84224	NBPF3
1340	ENSG00000142798	3339	HSPG2
1341	ENSG00000142856	23421	ITGB3BP
1342	ENSG00000142864	26135	SERBP1
1343	ENSG00000142867	8915	BCL10
1344	ENSG00000142871	3491	CCN1
1345	ENSG00000142875	5567	PRKACB
1346	ENSG00000142892	10026	PIGK
1347	ENSG00000142910	64129	TINAGL1
1348	ENSG00000142920	113451	AZIN2
1349	ENSG00000142937	6202	RPS8
1350	ENSG00000142945	11004	KIF2C
1351	ENSG00000142949	5792	PTPRF
1352	ENSG00000142961	148932	MOB3C
1353	ENSG00000143013	8543	LMO4
1354	ENSG00000143033	22823	MTF2
1355	ENSG00000143061	3321	IGSF3
1356	ENSG00000143067	90874	ZNF697
1357	ENSG00000143079	55917	CTTNBP2NL
1358	ENSG00000143093	85369	STRIP1
1359	ENSG00000143106	5686	PSMA5
1360	ENSG00000143110	128346	C1orf162
1361	ENSG00000143119	963	CD53
1362	ENSG00000143126	1952	CELSR2
1363	ENSG00000143127	8515	ITGA10
1364	ENSG00000143149	223	ALDH9A1
1365	ENSG00000143153	481	ATP1B1
1366	ENSG00000143155	261726	TIPRL
1367	ENSG00000143156	29922	NME7
1368	ENSG00000143157	57645	POGK
1369	ENSG00000143158	25874	MPC2
1370	ENSG00000143162	8804	CREG1
1371	ENSG00000143164	55827	DCAF6
1372	ENSG00000143167	10223	GPA33
1373	ENSG00000143178	9095	TBX19
1374	ENSG00000143179	7371	UCK2
1375	ENSG00000143183	54499	TMCO1
1376	ENSG00000143184	6375	XCL1
1377	ENSG00000143190	5451	POU2F1
1378	ENSG00000143195	387597	ILDR2
1379	ENSG00000143198	4259	MGST3
1380	ENSG00000143207	64326	COP1
1381	ENSG00000143222	51506	UFC1
1382	ENSG00000143224	5498	PPOX
1383	ENSG00000143226	2212	FCGR2A
1384	ENSG00000143228	83540	NUF2
1385	ENSG00000143248	8490	RGS5
