ensembl_gene_id	entrezgene_id	hgnc_symbol
6313	ENSG00000186470	11118	BTN3A2
6314	ENSG00000186480	3638	INSIG1
6315	ENSG00000186577	221491	SMIM29
6316	ENSG00000186583	375686	SPATC1
6317	ENSG00000186591	7328	UBE2H
6318	ENSG00000186625	11104	KATNA1
6319	ENSG00000186638	347240	KIF24
6320	ENSG00000186687	90624	LYRM7
6321	ENSG00000186918	55893	ZNF395
6322	ENSG00000187037	353345	GPR141
6323	ENSG00000187134	1645	AKR1C1
6324	ENSG00000187189	23270	TSPYL4
6325	ENSG00000187210	2650	GCNT1
6326	ENSG00000187239	23048	FNBP1
6327	ENSG00000187257	222194	RSBN1L
6328	ENSG00000187522	51182	HSPA14
6329	ENSG00000187609	54932	EXD3
6330	ENSG00000187626	387032	ZKSCAN4
6331	ENSG00000187653	NA	TMSB4XP8
6332	ENSG00000187678	81848	SPRY4
6333	ENSG00000187735	6917	TCEA1
6334	ENSG00000187742	79048	SECISBP2
6335	ENSG00000187764	10507	SEMA4D
6336	ENSG00000187796	64170	CARD9
6337	ENSG00000187837	3006	H1-2
6338	ENSG00000187840	1978	EIF4EBP1
6339	ENSG00000187866	116224	FAM122A
6340	ENSG00000187953	NA	PMS2CL
6341	ENSG00000187954	50626	CYHR1
6342	ENSG00000187987	222696	ZSCAN23
6343	ENSG00000188002	NA	
6344	ENSG00000188056	285852	TREML4
6345	ENSG00000188107	346007	EYS
6346	ENSG00000188185	NA	LINC00265
6347	ENSG00000188186	389541	LAMTOR4
6348	ENSG00000188191	5575	PRKAR1B
6349	ENSG00000188229	10383	TUBB4B
6350	ENSG00000188242	25845	
6351	ENSG00000188312	401541	CENPP
6352	ENSG00000188343	137392	CIBAR1
6353	ENSG00000188352	54914	FOCAD
6354	ENSG00000188372	7784	ZP3
6355	ENSG00000188379	3440	IFNA2
6356	ENSG00000188483	389792	IER5L
6357	ENSG00000188566	27158	NDOR1
6358	ENSG00000188647	375743	PTAR1
6359	ENSG00000188707	113763	ZBED6CL
6360	ENSG00000188725	643155	SMIM15
6361	ENSG00000188732	340277	FAM221A
6362	ENSG00000188747	10811	NOXA1
6363	ENSG00000188818	79844	ZDHHC11
6364	ENSG00000188820	441168	CALHM6
6365	ENSG00000188921	401494	HACD4
6366	ENSG00000188938	158293	FAM120AOS
6367	ENSG00000188986	25920	NELFB
6368	ENSG00000188994	23036	ZNF292
6369	ENSG00000189007	134637	ADAT2
6370	ENSG00000189043	4697	NDUFA4
6371	ENSG00000189077	83862	TMEM120A
6372	ENSG00000189127	340120	ANKRD34B
6373	ENSG00000189233	389643	NUGGC
6374	ENSG00000189241	7259	TSPYL1
6375	ENSG00000189298	80317	ZKSCAN3
6376	ENSG00000189308	132660	LIN54
6377	ENSG00000189376	84933	C8orf76
6378	ENSG00000196092	5079	PAX5
6379	ENSG00000196116	23424	TDRD7
6380	ENSG00000196126	3123	HLA-DRB1
6381	ENSG00000196139	8644	AKR1C3
6382	ENSG00000196150	58500	ZNF250
6383	ENSG00000196152	7633	ZNF79
6384	ENSG00000196204	441191	RNF216P1
6385	ENSG00000196205	NA	EEF1A1P5
6386	ENSG00000196230	203068	TUBB
6387	ENSG00000196247	51427	ZNF107
6388	ENSG00000196262	5478	PPIA
6389	ENSG00000196275	84163	GTF2IRD2
6390	ENSG00000196284	8464	SUPT3H
6391	ENSG00000196295	NA	GARS1-DT
6392	ENSG00000196305	3376	IARS1
6393	ENSG00000196312	84278	MFSD14C
6394	ENSG00000196313	9883	POM121
6395	ENSG00000196329	55340	GIMAP5
6396	ENSG00000196358	84628	NTNG2
6397	ENSG00000196363	11091	WDR5
6398	ENSG00000196367	8295	TRRAP
6399	ENSG00000196372	79754	ASB13
6400	ENSG00000196378	80778	ZNF34
6401	ENSG00000196411	2050	EPHB4
6402	ENSG00000196422	9858	PPP1R26
6403	ENSG00000196453	27153	ZNF777
6404	ENSG00000196456	285971	ZNF775
6405	ENSG00000196511	27010	TPK1
6406	ENSG00000196584	7516	XRCC2
6407	ENSG00000196586	4646	MYO6
6408	ENSG00000196591	3066	HDAC2
6409	ENSG00000196597	158431	ZNF782
6410	ENSG00000196616	125	ADH1B
6411	ENSG00000196636	57001	SDHAF3
6412	ENSG00000196642	55684	RABL6
6413	ENSG00000196652	23660	ZKSCAN5
6414	ENSG00000196656	NA	
6415	ENSG00000196670	643836	ZFP62
6416	ENSG00000196683	54543	TOMM7
6417	ENSG00000196715	154807	VKORC1L1
6418	ENSG00000196730	1612	DAPK1
6419	ENSG00000196735	3117	HLA-DQA1
6420	ENSG00000196739	85301	COL27A1
6421	ENSG00000196743	2760	GM2A
6422	ENSG00000196781	7088	TLE1
6423	ENSG00000196782	55534	MAML3
6424	ENSG00000196787	8969	H2AC11
6425	ENSG00000196812	80345	ZSCAN16
6426	ENSG00000196814	89853	MVB12B
6427	ENSG00000196821	64771	ILRUN
6428	ENSG00000196873	445571	CBWD3
6429	ENSG00000196911	3841	KPNA5
6430	ENSG00000196922	286101	ZNF252P
6431	ENSG00000196923	9260	PDLIM7
6432	ENSG00000196937	10447	FAM3C
6433	ENSG00000196951	100129858	SCOC-AS1
6434	ENSG00000197008	7697	ZNF138
6435	ENSG00000197024	57541	ZNF398
6436	ENSG00000197037	221785	ZSCAN25
6437	ENSG00000197043	309	ANXA6
6438	ENSG00000197062	7741	ZSCAN26
6439	ENSG00000197070	92714	ARRDC1
6440	ENSG00000197081	3482	IGF2R
6441	ENSG00000197093	79690	GAL3ST4
6442	ENSG00000197150	11194	ABCB8
6443	ENSG00000197157	27044	SND1
6444	ENSG00000197191	375791	CYSRT1
6445	ENSG00000197208	6583	SLC22A4
6446	ENSG00000197217	9583	ENTPD4
6447	ENSG00000197226	23061	TBC1D9B
6448	ENSG00000197258	NA	EIF4BP6
6449	ENSG00000197265	2961	GTF2E2
6450	ENSG00000197275	25788	RAD54B
6451	ENSG00000197279	7718	ZNF165
6452	ENSG00000197283	8831	SYNGAP1
6453	ENSG00000197343	79027	ZNF655
6454	ENSG00000197355	91373	UAP1L1
6455	ENSG00000197362	136051	ZNF786
6456	ENSG00000197363	340385	ZNF517
6457	ENSG00000197375	6584	SLC22A5
6458	ENSG00000197409	8351	H3C4
6459	ENSG00000197410	54798	DCHS2
6460	ENSG00000197442	4217	MAP3K5
6461	ENSG00000197448	373156	GSTK1
6462	ENSG00000197451	3182	HNRNPAB
6463	ENSG00000197461	5154	PDGFA
6464	ENSG00000197465	2996	GYPE
6465	ENSG00000197498	84154	RPF2
6466	ENSG00000197506	64078	SLC28A3
6467	ENSG00000197536	NA	IRF1-AS1
6468	ENSG00000197558	NA	SSPOP
6469	ENSG00000197579	10210	TOPORS
6470	ENSG00000197603	65250	CPLANE1
6471	ENSG00000197646	80380	PDCD1LG2
6472	ENSG00000197694	6709	SPTAN1
6473	ENSG00000197724	5253	PHF2
6474	ENSG00000197744	NA	PTMAP2
6475	ENSG00000197816	100499483	CCDC180
6476	ENSG00000197822	100506658	OCLN
6477	ENSG00000197858	8733	GPAA1
6478	ENSG00000197860	54557	SGTB
6479	ENSG00000197892	23303	KIF13B
6480	ENSG00000197894	128	ADH5
6481	ENSG00000197903	85236	H2BC12
6482	ENSG00000197948	89848	FCHSD1
6483	ENSG00000197958	6136	RPL12
6484	ENSG00000197969	23230	VPS13A
6485	ENSG00000197993	3792	KEL
6486	ENSG00000198000	55035	NOL8
6487	ENSG00000198039	10793	ZNF273
6488	ENSG00000198042	84549	MAK16
6489	ENSG00000198055	2870	GRK6
6490	ENSG00000198087	23607	CD2AP
6491	ENSG00000198113	54863	TOR4A
6492	ENSG00000198121	1902	LPAR1
6493	ENSG00000198169	90987	ZNF251
6494	ENSG00000198189	51170	HSD17B11
6495	ENSG00000198225	NA	FKBP1C
6496	ENSG00000198286	84433	CARD11
6497	ENSG00000198301	55153	SDAD1
6498	ENSG00000198315	7745	ZKSCAN8
6499	ENSG00000198363	444	ASPH
6500	ENSG00000198420	9747	TCAF1
6501	ENSG00000198435	441478	NRARP
6502	ENSG00000198467	7169	TPM2
6503	ENSG00000198478	83699	SH3BGRL2
6504	ENSG00000198498	55319	TMA16
6505	ENSG00000198502	3127	HLA-DRB5
6506	ENSG00000198517	7975	MAFK
6507	ENSG00000198556	285989	ZNF789
6508	ENSG00000198563	7919	DDX39B
6509	ENSG00000198589	987	LRBA
6510	ENSG00000198624	26112	CCDC69
6511	ENSG00000198642	55958	KLHL9
6512	ENSG00000198663	221477	C6orf89
6513	ENSG00000198677	9652	TTC37
6514	ENSG00000198719	28514	DLL1
6515	ENSG00000198721	10455	ECI2
6516	ENSG00000198722	10497	UNC13B
6517	ENSG00000198742	57154	SMURF1
6518	ENSG00000198755	4736	RPL10A
6519	ENSG00000198780	26049	FAM169A
6520	ENSG00000198785	116443	GRIN3A
6521	ENSG00000198791	29883	CNOT7
6522	ENSG00000198818	113402	SFT2D1
6523	ENSG00000198833	51465	UBE2J1
6524	ENSG00000198839	11179	ZNF277
6525	ENSG00000198846	9760	TOX
6526	ENSG00000198853	9853	RUSC2
6527	ENSG00000198856	58505	OSTC
6528	ENSG00000198865	100129792	CCDC152
6529	ENSG00000198874	55253	TYW1
6530	ENSG00000198876	25853	DCAF12
6531	ENSG00000198879	57713	SFMBT2
6532	ENSG00000198887	23137	SMC5
6533	ENSG00000198898	830	CAPZA2
6534	ENSG00000198917	51490	SPOUT1
6535	ENSG00000198937	154467	CCDC167
6536	ENSG00000198944	134548	SOWAHA
6537	ENSG00000198945	84456	L3MBTL3
6538	ENSG00000198948	9848	MFAP3L
6539	ENSG00000198961	9867	PJA2
6540	ENSG00000202198	NA	
6541	ENSG00000203727	389432	SAMD5
6542	ENSG00000203760	387103	CENPW
6543	ENSG00000203872	206412	C6orf163
6544	ENSG00000203875	NA	SNHG5
6545	ENSG00000203993	85026	ARRDC1-AS1
6546	ENSG00000204054	NA	LINC00963
6547	ENSG00000204055	NA	
6548	ENSG00000204136	2681	GGTA1P
6549	ENSG00000204209	1616	DAXX
6550	ENSG00000204209	113523636	DAXX
6551	ENSG00000204220	10471	PFDN6
6552	ENSG00000204227	6015	RING1
6553	ENSG00000204228	7923	HSD17B8
6554	ENSG00000204231	6257	RXRB
6555	ENSG00000204248	1302	COL11A2
6556	ENSG00000204252	3111	HLA-DOA
6557	ENSG00000204256	6046	BRD2
6558	ENSG00000204257	3108	HLA-DMA
6559	ENSG00000204264	5696	PSMB8
6560	ENSG00000204267	6891	TAP2
6561	ENSG00000204287	3122	HLA-DRA
6562	ENSG00000204304	5089	PBX2
6563	ENSG00000204305	177	AGER
6564	ENSG00000204308	6048	RNF5
6565	ENSG00000204310	10554	AGPAT1
6566	ENSG00000204315	63943	FKBPL
6567	ENSG00000204344	8859	STK19
6568	ENSG00000204348	1797	DXO
6569	ENSG00000204351	6499	SKIV2L
6570	ENSG00000204356	7936	NELFE
6571	ENSG00000204371	10919	EHMT2
6572	ENSG00000204386	4758	NEU1
6573	ENSG00000204387	50854	SNHG32
6574	ENSG00000204388	3304	HSPA1B
6575	ENSG00000204390	3305	HSPA1L
6576	ENSG00000204392	57819	LSM2
6577	ENSG00000204394	7407	VARS1
6578	ENSG00000204396	80737	VWA7
6579	ENSG00000204410	4439	MSH5
6580	ENSG00000204420	80739	MPIG6B
6581	ENSG00000204427	7920	ABHD16A
6582	ENSG00000204428	80741	LY6G5C
6583	ENSG00000204435	1460	CSNK2B
6584	ENSG00000204438	7918	GPANK1
6585	ENSG00000204439	57827	C6orf47
6586	ENSG00000204444	55937	APOM
6587	ENSG00000204463	7917	BAG6
6588	ENSG00000204469	7916	PRRC2A
6589	ENSG00000204472	199	AIF1
6590	ENSG00000204475	259197	NCR3
6591	ENSG00000204482	7940	LST1
6592	ENSG00000204498	4795	NFKBIL1
6593	ENSG00000204516	4277	MICB
6594	ENSG00000204520	100507436	MICA
6595	ENSG00000204525	3107	HLA-C
6596	ENSG00000204531	5460	POU5F1
6597	ENSG00000204536	54535	CCHCR1
6598	ENSG00000204560	8449	DHX16
6599	ENSG00000204564	221545	C6orf136
6600	ENSG00000204568	28973	MRPS18B
6601	ENSG00000204569	5514	PPP1R10
6602	ENSG00000204574	23	ABCF1
6603	ENSG00000204576	80742	PRR3
6604	ENSG00000204580	780	DDR1
6605	ENSG00000204590	2794	GNL1
6606	ENSG00000204592	3133	HLA-E
6607	ENSG00000204599	56658	TRIM39
6608	ENSG00000204613	10107	TRIM10
6609	ENSG00000204619	6992	PPP1R11
6610	ENSG00000204622	NA	HLA-J
6611	ENSG00000204623	80862	ZNRD1ASP
6612	ENSG00000204628	10399	RACK1
6613	ENSG00000204632	3135	HLA-G
6614	ENSG00000204642	3134	HLA-F
6615	ENSG00000204644	346171	ZFP57
6616	ENSG00000204681	2550	GABBR1
6617	ENSG00000204713	5987	TRIM27
6618	ENSG00000204790	NA	
6619	ENSG00000204791	NA	SMPD5
6620	ENSG00000204802	NA	
6621	ENSG00000204839	642475	MROH6
6622	ENSG00000204934	401431	ATP6V0E2-AS1
6623	ENSG00000204946	100289678	ZNF783
6624	ENSG00000204947	155054	ZNF425
6625	ENSG00000204959	NA	ARHGEF34P
6626	ENSG00000204983	5644	PRSS1
6627	ENSG00000205038	93035	PKHD1L1
6628	ENSG00000205060	84912	SLC35B4
6629	ENSG00000205085	346653	FAM71F2
6630	ENSG00000205089	645121	CCNI2
6631	ENSG00000205129	441054	C4orf47
6632	ENSG00000205133	286144	TRIQK
6633	ENSG00000205189	65986	ZBTB10
6634	ENSG00000205208	201725	C4orf46
6635	ENSG00000205268	5150	PDE7A
6636	ENSG00000205269	100113407	TMEM170B
6637	ENSG00000205277	10071	MUC12
6638	ENSG00000205302	6643	SNX2
6639	ENSG00000205307	100316904	SAP25
6640	ENSG00000205356	25851	TECPR1
6641	ENSG00000205413	54809	SAMD9
6642	ENSG00000205464	92270	ATP6AP1L
6643	ENSG00000205485	100133091	
6644	ENSG00000205571	6606	SMN2
6645	ENSG00000205571	6607	SMN2
6646	ENSG00000205572	8293	SERF1B
6647	ENSG00000205572	728492	SERF1B
6648	ENSG00000205578	NA	POM121B
6649	ENSG00000205583	NA	STAG3L1
6650	ENSG00000205763	441212	RP9P
6651	ENSG00000205765	285636	C5orf51
6652	ENSG00000205903	100131017	ZNF316
6653	ENSG00000206047	1667	DEFA1
6654	ENSG00000206337	10866	HCP5
6655	ENSG00000206341	NA	HLA-H
6656	ENSG00000206344	253018	HCG27
6657	ENSG00000206503	3105	HLA-A
6658	ENSG00000211445	2878	GPX3
6659	ENSG00000211689	445347	TRGC1
6660	ENSG00000211697	NA	TRGV5
6661	ENSG00000211698	NA	TRGV4
6662	ENSG00000211699	NA	TRGV3
6663	ENSG00000211734	NA	TRBV5-1
6664	ENSG00000211746	NA	TRBV19
6665	ENSG00000211747	NA	TRBV20-1
6666	ENSG00000211772	NA	TRBC2
6667	ENSG00000212743	NA	LINC02656
6668	ENSG00000212802	NA	RPL15P3
6669	ENSG00000212864	727800	RNF208
6670	ENSG00000213066	11116	CEP43
6671	ENSG00000213073	729603	
6672	ENSG00000213079	22828	SCAF8
6673	ENSG00000213199	9311	ASIC3
6674	ENSG00000213203	170575	GIMAP1
6675	ENSG00000213213	84960	CCDC183
6676	ENSG00000213214	445328	ARHGEF35
6677	ENSG00000213221	728489	DNLZ
6678	ENSG00000213261	NA	EEF1B2P6
6679	ENSG00000213280	NA	
6680	ENSG00000213347	83463	MXD3
6681	ENSG00000213362	NA	FTH1P12
6682	ENSG00000213420	221914	GPC2
6683	ENSG00000213430	NA	HSPD1P1
6684	ENSG00000213462	2086	ERV3-1
6685	ENSG00000213523	10011	SRA1
6686	ENSG00000213563	414919	C8orf82
6687	ENSG00000213585	7416	VDAC1
6688	ENSG00000213588	221504	ZBTB9
6689	ENSG00000213654	63940	GPSM3
6690	ENSG00000213676	1388	ATF6B
6691	ENSG00000213694	1903	S1PR3
6692	ENSG00000213694	286223	S1PR3
6693	ENSG00000213719	1192	CLIC1
6694	ENSG00000213722	23564	DDAH2
6695	ENSG00000213757	NA	RPS3AP20
6696	ENSG00000213763	NA	ACTBP2
6697	ENSG00000213780	2968	GTF2H4
6698	ENSG00000213839	NA	TMX2P1
6699	ENSG00000213866	NA	YBX1P10
6700	ENSG00000213881	NA	NPM1P6
6701	ENSG00000213886	10537	UBD
6702	ENSG00000213930	2592	GALT
6703	ENSG00000213949	3672	ITGA1
6704	ENSG00000214022	29803	REPIN1
6705	ENSG00000214050	157574	FBXO16
6706	ENSG00000214106	NA	PAXIP1-AS2
6707	ENSG00000214110	NA	LDHAP4
6708	ENSG00000214113	57128	LYRM4
6709	ENSG00000214194	401397	SMIM30
6710	ENSG00000214253	51024	FIS1
6711	ENSG00000214293	100505854	APTR
6712	ENSG00000214300	441272	SPDYE3
6713	ENSG00000214309	255374	MBLAC1
6714	ENSG00000214389	NA	RPS3AP26
6715	ENSG00000214485	NA	RPL7P1
6716	ENSG00000214558	NA	
6717	ENSG00000214654	NA	B3GNT10
6718	ENSG00000214765	NA	SEPTIN7P2
6719	ENSG00000214783	84820	POLR2J4
6720	ENSG00000214784	NA	RPS3AP21
6721	ENSG00000214922	285830	HLA-F-AS1
6722	ENSG00000214944	64283	ARHGEF28
6723	ENSG00000214975	NA	PPIAP29
6724	ENSG00000215022	100130357	
6725	ENSG00000215032	NA	GNL3LP1
6726	ENSG00000215068	153684	
6727	ENSG00000215114	137886	UBXN2B
6728	ENSG00000215158	NA	
6729	ENSG00000215190	728411	LINC00680
6730	ENSG00000215196	NA	BASP1-AS1
6731	ENSG00000215218	134111	UBE2QL1
6732	ENSG00000215244	399715	LINC02649
6733	ENSG00000215548	NA	FRG1JP
6734	ENSG00000215712	729515	TMEM242
6735	ENSG00000216775	730101	
6736	ENSG00000216863	285780	LY86-AS1
6737	ENSG00000216895	100506302	
6738	ENSG00000217128	96459	FNIP1
6739	ENSG00000217165	NA	ANKRD18EP
6740	ENSG00000217241	NA	CBX3P9
6741	ENSG00000217325	NA	PRELID1P1
6742	ENSG00000217416	NA	ISCA1P1
6743	ENSG00000218208	NA	RPS27AP11
6744	ENSG00000218226	NA	TATDN2P2
6745	ENSG00000218227	NA	
6746	ENSG00000218426	NA	
6747	ENSG00000218809	NA	
6748	ENSG00000219545	729852	UMAD1
6749	ENSG00000219682	NA	
6750	ENSG00000220267	NA	ACTBP8
6751	ENSG00000220583	NA	RPL35P2
6752	ENSG00000220848	NA	RPS18P9
6753	ENSG00000221821	441150	C6orf226
6754	ENSG00000221829	2189	FANCG
6755	ENSG00000221838	9179	AP4M1
6756	ENSG00000221869	1052	CEBPD
6757	ENSG00000221886	63920	ZBED8
6758	ENSG00000221909	221786	FAM200A
6759	ENSG00000221914	5520	PPP2R2A
6760	ENSG00000221988	9374	PPT2
6761	ENSG00000221990	NA	EXOC3-AS1
6762	ENSG00000222011	222234	FAM185A
6763	ENSG00000223361	NA	FTH1P10
6764	ENSG00000223442	101927761	TH2LCRR
6765	ENSG00000223478	100506100	
6766	ENSG00000223501	6293	VPS52
6767	ENSG00000223508	NA	RPL23AP53
6768	ENSG00000223534	106480429	HLA-DQB1-AS1
6769	ENSG00000223551	NA	TMSB4XP4
6770	ENSG00000223697	NA	
6771	ENSG00000223705	155400	NSUN5P1
6772	ENSG00000223821	NA	
6773	ENSG00000223839	100133036	FAM95B1
6774	ENSG00000223855	441307	
6775	ENSG00000223865	3115	HLA-DPB1
6776	ENSG00000224032	NA	EPB41L4A-AS1
6777	ENSG00000224067	NA	
6778	ENSG00000224138	NA	
6779	ENSG00000224307	101929331	
6780	ENSG00000224328	106478956	MDC1-AS1
6781	ENSG00000224531	221710	SMIM13
6782	ENSG00000224546	NA	EIF4BP3
6783	ENSG00000224557	3116	HLA-DPB2
6784	ENSG00000224722	NA	
6785	ENSG00000224940	401399	PRRT4
6786	ENSG00000225032	102723566	
6787	ENSG00000225138	NA	SLC9A3-AS1
6788	ENSG00000225177	NA	
6789	ENSG00000225259	NA	ST13P6
6790	ENSG00000225408	NA	
6791	ENSG00000225489	NA	
6792	ENSG00000225507	NA	
6793	ENSG00000225573	NA	RPL35P5
6794	ENSG00000225580	NA	
6795	ENSG00000225648	NA	SBDSP1
6796	ENSG00000225791	401264	TRAM2-AS1
6797	ENSG00000225792	NA	
6798	ENSG00000225864	NA	
6799	ENSG00000225885	NA	
6800	ENSG00000225940	NA	C5orf67
6801	ENSG00000225951	NA	ODF2-AS1
6802	ENSG00000226221	NA	RPL26P19
6803	ENSG00000226259	NA	GTF2H2B
6804	ENSG00000226314	651302	ZNF192P1
6805	ENSG00000226380	NA	
6806	ENSG00000226432	NA	
6807	ENSG00000226647	NA	
6808	ENSG00000226706	101928525	
6809	ENSG00000226752	253039	CUTALP
6810	ENSG00000226803	NA	ZNF451-AS1
6811	ENSG00000226976	NA	COX6A1P2
6812	ENSG00000226979	4049	LTA
6813	ENSG00000227053	102724094	MUC12-AS1
6814	ENSG00000227057	9277	WDR46
6815	ENSG00000227155	NA	
6816	ENSG00000227191	NA	TRGC2
6817	ENSG00000227198	NA	C6orf47-AS1
6818	ENSG00000227199	93653	ST7-AS1
6819	ENSG00000227344	NA	HAUS6P1
6820	ENSG00000227388	NA	
6821	ENSG00000227502	285758	MROCKI
6822	ENSG00000227507	4050	LTB
6823	ENSG00000227619	NA	
6824	ENSG00000227627	NA	
6825	ENSG00000227678	NA	
6826	ENSG00000227765	NA	MYL12BP2
6827	ENSG00000227766	NA	
6828	ENSG00000227986	NA	TRIM60P18
6829	ENSG00000228078	NA	HLA-U
6830	ENSG00000228113	NA	
6831	ENSG00000228124	NA	
6832	ENSG00000228170	NA	
6833	ENSG00000228223	493812	HCG11
6834	ENSG00000228278	5005	ORM2
6835	ENSG00000228285	NA	LYPLA2P1
6836	ENSG00000228302	NA	
6837	ENSG00000228393	NA	LINC01004
6838	ENSG00000228395	NA	
6839	ENSG00000228409	NA	CCT6P1
6840	ENSG00000228451	157489	SDAD1P1
6841	ENSG00000228506	NA	
6842	ENSG00000228649	109729180	SNHG26
6843	ENSG00000228672	389333	PROB1
6844	ENSG00000228716	1719	DHFR
6845	ENSG00000228737	NA	
6846	ENSG00000228789	285834	HCG22
6847	ENSG00000228801	102724330	
6848	ENSG00000228843	NA	
6849	ENSG00000228878	NA	SEPTIN7-DT
6850	ENSG00000228903	NA	RASA4CP
6851	ENSG00000228981	NA	
6852	ENSG00000229018	NA	PMS2P7
6853	ENSG00000229036	NA	VDAC1P8
6854	ENSG00000229043	NA	
6855	ENSG00000229119	NA	
6856	ENSG00000229124	100507347	VIM-AS1
6857	ENSG00000229180	NA	
6858	ENSG00000229314	5004	ORM1
6859	ENSG00000229358	NA	DPY19L1P1
6860	ENSG00000229391	3128	HLA-DRB6
6861	ENSG00000229419	NA	RALGAPA1P1
6862	ENSG00000229422	NA	
6863	ENSG00000229502	NA	
6864	ENSG00000229852	NA	
6865	ENSG00000229893	NA	
6866	ENSG00000229894	NA	GK3P
6867	ENSG00000229931	NA	ATXN1-AS1
6868	ENSG00000229932	NA	YWHAZP3
6869	ENSG00000230069	NA	LRRC37A15P
6870	ENSG00000230189	NA	
6871	ENSG00000230202	NA	
6872	ENSG00000230204	NA	FTH1P5
6873	ENSG00000230207	NA	RPL4P5
6874	ENSG00000230257	NA	NFE4
6875	ENSG00000230383	NA	
6876	ENSG00000230438	NA	SERPINB9P1
6877	ENSG00000230487	114796	PSMG3-AS1
6878	ENSG00000230539	100874264	AOAH-IT1
6879	ENSG00000230551	NA	
6880	ENSG00000230583	729156	GTF2IRD1P1
6881	ENSG00000230626	NA	
6882	ENSG00000230658	NA	KLHL7-DT
6883	ENSG00000230715	NA	
6884	ENSG00000230733	NA	
6885	ENSG00000230795	NA	HLA-K
6886	ENSG00000230943	101927686	LINC02541
6887	ENSG00000231007	NA	CDC20P1
6888	ENSG00000231074	414777	HCG18
6889	ENSG00000231113	NA	
6890	ENSG00000231167	NA	YBX1P2
6891	ENSG00000231234	NA	SKP1P1
6892	ENSG00000231381	NA	RNF2P1
6893	ENSG00000231389	3113	HLA-DPA1
6894	ENSG00000231500	6222	RPS18
6895	ENSG00000231579	NA	RPL7P21
6896	ENSG00000231721	378805	LINC-PINT
6897	ENSG00000231841	NA	FAM192BP
6898	ENSG00000231864	NA	
6899	ENSG00000231889	NA	TRAF3IP2-AS1
6900	ENSG00000231925	6892	TAPBP
6901	ENSG00000231989	153743	PPP1R2B
6902	ENSG00000231991	NA	ANXA2P2
6903	ENSG00000232021	641518	LEF1-AS1
6904	ENSG00000232024	NA	LSM12P1
6905	ENSG00000232040	114821	ZBED9
6906	ENSG00000232063	NA	
6907	ENSG00000232104	101929302	RFX3-AS1
6908	ENSG00000232295	NA	
6909	ENSG00000232385	NA	RPS3AP25
6910	ENSG00000232434	389813	AJM1
6911	ENSG00000232533	NA	
6912	ENSG00000232581	NA	
6913	ENSG00000232600	NA	TONSL-AS1
6914	ENSG00000232629	3120	HLA-DQB2
6915	ENSG00000232630	NA	PRPS1P2
6916	ENSG00000232656	55853	IDI2-AS1
6917	ENSG00000232702	NA	
6918	ENSG00000232729	101926943	
6919	ENSG00000232807	NA	
6920	ENSG00000232810	7124	TNF
6921	ENSG00000232815	NA	DUX4L50
6922	ENSG00000232818	NA	RPS2P32
6923	ENSG00000232869	NA	TRBV29-1
6924	ENSG00000232940	414765	HCG25
6925	ENSG00000232956	285958	SNHG15
6926	ENSG00000233006	553103	MIR3936HG
6927	ENSG00000233013	NA	FAM157B
6928	ENSG00000233016	84973	SNHG7
6929	ENSG00000233038	NA	PTPRN2-AS1
6930	ENSG00000233138	NA	
6931	ENSG00000233231	NA	HNRNPA1P49
6932	ENSG00000233261	645528	FAM238A
6933	ENSG00000233264	NA	
6934	ENSG00000233297	NA	RASA4DP
6935	ENSG00000233369	100093631	GTF2IP4
6936	ENSG00000233429	NA	HOTAIRM1
6937	ENSG00000233452	NA	STXBP5-AS1
6938	ENSG00000233476	NA	EEF1A1P6
6939	ENSG00000233558	NA	
6940	ENSG00000233822	8341	H2BC15
6941	ENSG00000233830	NA	EIF4HP1
6942	ENSG00000233834	100506098	
6943	ENSG00000233893	101409257	EZR-AS1
6944	ENSG00000233901	100506119	LINC01503
6945	ENSG00000233913	NA	RPL10P9
6946	ENSG00000233937	101928649	
6947	ENSG00000234127	7726	TRIM26
6948	ENSG00000234284	345462	ZNF879
6949	ENSG00000234290	NA	
6950	ENSG00000234297	NA	
6951	ENSG00000234444	728927	ZNF736
6952	ENSG00000234484	NA	
6953	ENSG00000234506	101927015	LINC01506
6954	ENSG00000234545	257415	FAM133B
6955	ENSG00000234585	643180	CCT6P3
6956	ENSG00000234616	8629	JRK
6957	ENSG00000234618	NA	RPSAP9
6958	ENSG00000234745	3106	HLA-B
6959	ENSG00000234771	NA	SLC25A25-AS1
6960	ENSG00000234789	NA	
6961	ENSG00000234882	NA	EIF3EP1
6962	ENSG00000234956	100507406	LINC02539
6963	ENSG00000234961	NA	
6964	ENSG00000234983	NA	
6965	ENSG00000235033	100505635	DAAM2-AS1
6966	ENSG00000235043	NA	TECRP1
6967	ENSG00000235106	266655	BRD3OS
6968	ENSG00000235109	64288	ZSCAN31
6969	ENSG00000235173	51236	HGH1
6970	ENSG00000235174	NA	RPL39P3
6971	ENSG00000235238	NA	SUMO2P1
6972	ENSG00000235272	NA	RAMACL
6973	ENSG00000235290	NA	HLA-W
6974	ENSG00000235298	NA	
6975	ENSG00000235314	NA	LINC00957
6976	ENSG00000235381	NA	
6977	ENSG00000235453	100129250	SMIM27
6978	ENSG00000235531	100132891	MSC-AS1
6979	ENSG00000235652	NA	FBXO30-DT
6980	ENSG00000235663	NA	SAPCD1-AS1
6981	ENSG00000235720	NA	GABPAP
